sent_id,para_id,sent_idx,sent_text,start_char,end_char,question_ids,llm_salient
squad_v2_5728d6633acd2414000dffe2_s18,squad_v2_5728d6633acd2414000dffe2,18,", the reconstruction and attempted ""democratization"" of Iraq lost some support as months passed and casualty figures increased, with no decrease in violence nor progress toward stability or reconstruction.",1942,2147,5728d6633acd2414000dffe2,0
squad_v2_5728d6633acd2414000dffe2_s19,squad_v2_5728d6633acd2414000dffe2,19,"Second, as investigators combed through the country, they failed to find the predicted WMD stockpiles, which led to debate over the rationale for the war.",2148,2302,5728d6633acd2414000dffe2,1
squad_v2_57263dd1ec44d21400f3dc99_s0,squad_v2_57263dd1ec44d21400f3dc99,0,"On 16 March 2012, 52 Greenpeace activists from five different countries boarded Fennica and Nordica, multipurpose icebreakers chartered to support Shell's drilling rigs near Alaska.",0,181,57263dd1ec44d21400f3dc99,1
squad_v2_57263dd1ec44d21400f3dc99_s1,squad_v2_57263dd1ec44d21400f3dc99,1,"Around the same time period, a reporter for Fortune magazine spoke with Edward Itta, an Inupiat Eskimo leader and the former mayor of the North Slope Borough, who expressed that he was conflicted about Shell's plans in the Arctic, as he was very concerned that an oil spill could destroy the Inupiat Eskimo's hunting-and-fishing culture, but his borough also received major tax revenue from oil and gas production; additionally, further revenue from energy activity was considered crucial to the future of the living standard in Itta's community.",182,728,57263dd1ec44d21400f3dc99,1
squad_v2_5706117a75f01819005e7935_s0,squad_v2_5706117a75f01819005e7935,0,"The Times Literary Supplement (TLS) first appeared in 1902 as a supplement to The Times, becoming a separately paid-for weekly literature and society magazine in 1914.",0,167,5706117a75f01819005e7935,1
squad_v2_5706117a75f01819005e7935_s1,squad_v2_5706117a75f01819005e7935,1,"The Times and the TLS have continued to be co-owned, and as of 2012 the TLS is also published by News International and cooperates closely with The Times, with its online version hosted on The Times website, and its editorial offices based in Times House, Pennington Street, London.",168,450,5706117a75f01819005e7935,1
squad_v2_572685f55951b619008f757e_s0,squad_v2_572685f55951b619008f757e,0,"NASCAR (headquartered in Daytona Beach) begins all three of its major auto racing series in Florida at Daytona International Speedway in February, featuring the Daytona 500, and ends all three Series in November at Homestead-Miami Speedway.",0,240,572685f55951b619008f757e,1
squad_v2_572685f55951b619008f757e_s1,squad_v2_572685f55951b619008f757e,1,Daytona also has the Coke Zero 400 NASCAR race weekend around Independence Day in July.,241,328,572685f55951b619008f757e,1
squad_v2_572685f55951b619008f757e_s2,squad_v2_572685f55951b619008f757e,2,The 24 Hours of Daytona is one of the world's most prestigious endurance auto races.,329,413,572685f55951b619008f757e,1
squad_v2_572685f55951b619008f757e_s3,squad_v2_572685f55951b619008f757e,3,The Grand Prix of St.,414,435,572685f55951b619008f757e,0
squad_v2_572685f55951b619008f757e_s4,squad_v2_572685f55951b619008f757e,4,Petersburg and Grand Prix of Miami have held IndyCar races as well.,436,503,572685f55951b619008f757e,0
squad_v2_5727ee154b864d1900164040_s0,squad_v2_5727ee154b864d1900164040,0,Evidence from the early technical literature concerning electrical recording suggests that it wasn't until the 1942–1949 period that there were serious efforts to standardize recording characteristics within an industry.,0,220,5727ee154b864d1900164040,1
squad_v2_5727ee154b864d1900164040_s1,squad_v2_5727ee154b864d1900164040,1,"Heretofore, electrical recording technology from company to company was considered a proprietary art all the way back to the 1925 Western Electric licensed method used by Columbia and Victor.",221,412,5727ee154b864d1900164040,1
squad_v2_5727ee154b864d1900164040_s2,squad_v2_5727ee154b864d1900164040,2,"For example, what Brunswick-Balke-Collender (Brunswick Corporation) did was different from the practices of Victor.",413,528,5727ee154b864d1900164040,1
squad_v2_572ebc97dfa6aa1500f8d333_s0,squad_v2_572ebc97dfa6aa1500f8d333,0,"The Quranic text seems to have no beginning, middle, or end, its nonlinear structure being akin to a web or net.",0,112,572ebc97dfa6aa1500f8d333,1
squad_v2_572ebc97dfa6aa1500f8d333_s1,squad_v2_572ebc97dfa6aa1500f8d333,1,"The textual arrangement is sometimes considered to exhibit lack of continuity, absence of any chronological or thematic order and repetitiousness.",113,259,572ebc97dfa6aa1500f8d333,1
squad_v2_572ebc97dfa6aa1500f8d333_s2,squad_v2_572ebc97dfa6aa1500f8d333,2,"Michael Sells, citing the work of the critic Norman O.",260,314,572ebc97dfa6aa1500f8d333,0
squad_v2_572ebc97dfa6aa1500f8d333_s3,squad_v2_572ebc97dfa6aa1500f8d333,3,"Brown, acknowledges Brown's observation that the seeming disorganization of Quranic literary expression – its scattered or fragmented mode of composition in Sells's phrase – is in fact a literary device capable of delivering profound effects as if the intensity of the prophetic message were shattering the vehicle of human language in which it was being communicated.",315,683,572ebc97dfa6aa1500f8d333,1
squad_v2_572ebc97dfa6aa1500f8d333_s4,squad_v2_572ebc97dfa6aa1500f8d333,4,"Sells also addresses the much-discussed repetitiveness of the Quran, seeing this, too, as a literary device.",684,792,572ebc97dfa6aa1500f8d333,1
squad_v2_57300a6a04bcaa1900d7705d_s0,squad_v2_57300a6a04bcaa1900d7705d,0,Phaininda and episkyros were Greek ball games.,0,46,57300a6a04bcaa1900d7705d,1
squad_v2_57300a6a04bcaa1900d7705d_s1,squad_v2_57300a6a04bcaa1900d7705d,1,An image of an episkyros player depicted in low relief on a vase at the National Archaeological Museum of Athens appears on the UEFA European Championship Cup.,47,206,57300a6a04bcaa1900d7705d,1
squad_v2_57300a6a04bcaa1900d7705d_s2,squad_v2_57300a6a04bcaa1900d7705d,2,"Athenaeus, writing in 228 AD, referenced the Roman ball game harpastum.",207,278,57300a6a04bcaa1900d7705d,1
squad_v2_57300a6a04bcaa1900d7705d_s3,squad_v2_57300a6a04bcaa1900d7705d,3,"Phaininda, episkyros and harpastum were played involving hands and violence.",279,355,57300a6a04bcaa1900d7705d,1
squad_v2_57300a6a04bcaa1900d7705d_s4,squad_v2_57300a6a04bcaa1900d7705d,4,"They all appear to have resembled rugby football, wrestling and volleyball more than what is recognizable as modern football.",356,481,57300a6a04bcaa1900d7705d,1
squad_v2_57300a6a04bcaa1900d7705d_s5,squad_v2_57300a6a04bcaa1900d7705d,5,"As with pre-codified ""mob football"", the antecedent of all modern football codes, these three games involved more handling the ball than kicking.",482,627,57300a6a04bcaa1900d7705d,1
squad_v2_57300a6a04bcaa1900d7705d_s6,squad_v2_57300a6a04bcaa1900d7705d,6,"Non-competitive games included kemari in Japan, chuk-guk in Korea and woggabaliri in Australia.",628,723,57300a6a04bcaa1900d7705d,0
squad_v2_56cf5e35aab44d1400b89149_s0,squad_v2_56cf5e35aab44d1400b89149,0,"In October 1810, six months after Fryderyk's birth, the family moved to Warsaw, where his father acquired a post teaching French at the Warsaw Lyceum, then housed in the Saxon Palace.",0,183,56cf5e35aab44d1400b89149,1
squad_v2_56cf5e35aab44d1400b89149_s1,squad_v2_56cf5e35aab44d1400b89149,1,Fryderyk lived with his family in the Palace grounds.,184,237,56cf5e35aab44d1400b89149,1
squad_v2_56cf5e35aab44d1400b89149_s2,squad_v2_56cf5e35aab44d1400b89149,2,The father played the flute and violin; the mother played the piano and gave lessons to boys in the boarding house that the Chopins kept.,238,375,56cf5e35aab44d1400b89149,1
squad_v2_56cf5e35aab44d1400b89149_s3,squad_v2_56cf5e35aab44d1400b89149,3,"Chopin was of slight build, and even in early childhood was prone to illnesses.",376,455,56cf5e35aab44d1400b89149,1
squad_v2_572b6c9cf75d5e190021fdce_s0,squad_v2_572b6c9cf75d5e190021fdce,0,"Plato's theory of forms or ""ideas"" describes ideal forms (for example the platonic solids in geometry or abstracts like Goodness and Justice), as universals existing independently of any particular instance.",0,207,572b6c9cf75d5e190021fdce,1
squad_v2_572b6c9cf75d5e190021fdce_s1,squad_v2_572b6c9cf75d5e190021fdce,1,"Arne Grøn calls this doctrine ""the classic example of a metaphysical idealism as a transcendent idealism"", while Simone Klein calls Plato ""the earliest representative of metaphysical objective idealism"".",208,411,572b6c9cf75d5e190021fdce,1
squad_v2_572b6c9cf75d5e190021fdce_s2,squad_v2_572b6c9cf75d5e190021fdce,2,"Nevertheless, Plato holds that matter is real, though transitory and imperfect, and is perceived by our body and its senses and given existence by the eternal ideas that are perceived directly by our rational soul.",412,626,572b6c9cf75d5e190021fdce,1
squad_v2_572b6c9cf75d5e190021fdce_s3,squad_v2_572b6c9cf75d5e190021fdce,3,"Plato was therefore a metaphysical and epistemological dualist, an outlook that modern idealism has striven to avoid: Plato's thought cannot therefore be counted as idealist in the modern sense, although quantum physics' assertion that man's consciousness is an immutable and primary requisite for not merely perceiving but shaping matter, and thus his reality, would give more credence to Plato's dualist position.",627,1042,572b6c9cf75d5e190021fdce,1
squad_v2_572b6c9cf75d5e190021fdce_s4,squad_v2_572b6c9cf75d5e190021fdce,4,[citation needed],1042,1059,572b6c9cf75d5e190021fdce,0
